Id,Company_url,Company_ID,Company_Name,Headquarters,Website,Employees,Stock_Symbol,Ticker,Revenue,Phone,Siccode,Naicscode,Description,Industry,Company_Logo_URL
253,https://www.zoominfo.com/c/1stwave/347544581,347544581,1stWave,"7385 Healdsburg Ave, Ste 201, Sebastopol, California, 95472, United States",www.1stwave.com,7,,,$1 Million,(707) 824-8080,"731,73","5418,541",1stWave Interactive is a UX focused design agency with a proven track record helping start-ups and corporations launch user-friendly web applications and marketing sites. We help companies reach new prospects and build stronger customer relationships with a focus on user experience and branding. W...,Advertising & Marketing|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1stwave.com"
254,https://www.zoominfo.com/c/1tac/448236649,448236649,1Tac,"2630 Townsgate, Ste I, Westlake Village, California, 91361, United States",1tac.com,43,,,$8 Million,(855) 731-6835,,,"Buzzzly takes a first hand & grassroots approach to entertaining, informing, and educating. We always make sure every article that we publish is relevant to o...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1tac.com"
255,https://www.zoominfo.com/c/1to1-card/352111454,352111454,SVM Payments,"6440 Main St, Ste 200, Woodridge, Illinois, 60517, United States",svmpayments.com,25,,,$5 Million,(630) 754-4807,"6153,615",52,"For more than 20 years, SVM has been a global leader in providing innovative gift card solutions for businesses. SVM's products are used by the world's leading ...",Credit Cards & Transaction Processing|Finance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/svmpayments.com"
256,https://www.zoominfo.com/c/1touch-designs/245547420,245547420,1Touch Designs,"1843 Olevia St., Jacksonville, Florida, 32207, United States",www.1touchdesigns.com,1,,,"$192,000",(904) 256-9315,"737,73","5182,51","1Touch Designs' distinctly marine services are the superior choice. Our team has the ENGINEERING, INSTALLATION and PROJECT MANAGEMENT experience to ensure every...",Software & Technical Consulting|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1touchdesigns.com"
257,https://www.zoominfo.com/c/1tribalcom/348185221,348185221,1Tribal,"4211 Serena Ave, Oceanside, California, 92056, United States",www.1tribal.com,128,,,$25 Million,(760) 744-9999,,,Here at 1st Tribal Lending we are dedicated to providing you with Section 184 Home Loans. We've made it our mission to provide you with an easy and efficient ex...,Banking|Finance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1tribal.com"
258,https://www.zoominfo.com/c/1up!/375124006,375124006,1up,"217 W. Sycamore St., Kokomo, Indiana, 46901, United States",www.going1up.com,27,,,$5 Million,(765) 452-3936,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/going1up.com"
259,https://www.zoominfo.com/c/1world-online-inc/371801413,371801413,1World Online,"541 Jefferson Ave, Redwood City, California, 94063, United States",www.1worldonline.com,35,,,$7 Million,(669) 221-1146,"73,737","511,5112","1World provides blockchain-powered engagement and monetization tools for publishers and brands along with access to its syndicated library of content, ongoing o...",Business Services General|Software Development & Design|Business Services|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1worldonline.com"
260,https://www.zoominfo.com/c/1worldsync/354916910,354916910,1WorldSync,"300 South Riverside Plaza, Suite 1400, Chicago, Illinois, 60606, United States",www.1worldsync.com,399,,,$77 Million,(937) 610-4223,"73,737","541511,541513","1WorldSync, founded in 2012 and headquartered in Ewing, New Jersey, is a software company specializing in supply chain management....",Business Services General|Business Services|Software & Technical Consulting|Software|Content & Collaboration Software|Software Development & Design,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/1worldsync.com"
261,https://www.zoominfo.com/c/2%c2%bac-power/465893924,465893924,2ºC POWER,"9940 W Bay Harbor Dr, Bay Harbor Islands, Florida, 33154, United States",2cpower.com,10,,,$2 Million,(646) 267-0049,,,"2ºC POWER combines decades of experience, flexibility and speed of execution, into a wide, deep and high-quality service offering. The company has more than 700...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2cpower.com"
262,https://www.zoominfo.com/c/20/353634378,353634378,20,"975 Osos St, San Luis Obispo, California, 93401, United States",www.2020creativegroup.com,6,,,$1 Million,(805) 542-0707,"2084,208","31,312","20|20 Creative Group is a brand marketing firm based in San Luis Obispo, California that leverages its expertise to propel clients toward success. Through strat...","Wineries & Breweries|Food, Beverages & Tobacco|Manufacturing","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020creativegroup.com"
263,https://www.zoominfo.com/c/2018-4id-llc/371650462,371650462,2018 4id,"115 N Church St, Ste 1, Moorestown, New Jersey, 08057, United States",www.4id.com,29,,,$5 Million,(855) 398-7955,,,"Empower yourself to be fearless, not nameless. Equip yourself with your strongest form of protection - your identity., 4ID has fashionable medical identificatio...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/4id.com"
264,https://www.zoominfo.com/c/2019%c2%a9bible-methodist-christian-school/467655966,467655966,2019©Bible Methodist Christian School,"1355 Chula Vista Dr, Pell City, Alabama, 35125, United States",bmcschool.org,19,,,,(205) 338-3012,"82,824","611,61",,Training|Education,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/bmcschool.org"
265,https://www.zoominfo.com/c/2020-builders/369419248,369419248,Builders,"5510 Doyle St, Emeryville, California, 94608, United States",2020buildersinc.com,19,,,$3 Million,(510) 531-0102,,"238990,23","Joel Meltzer, founder and Principal of 20|20 Builders has more than 30 years experience in the construction industry. He has been a licensed general contractor in California since 1986 and has spent more than half his career presiding over the operations of a few select California and nationwide gen...","Miscellaneous Building Materials (Flooring, Cabinets, etc.)|Building Materials|Manufacturing","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020buildersinc.com"
266,https://www.zoominfo.com/c/20-20-capital-group/358226536,358226536,20/20 Capital Group,"310 Grant St, Pittsburgh, Pennsylvania, 15219, United States",www.2020capitalgroup.com,33,,,$7 Million,(412) 208-0396,62,"523,5231",We assist owners of early to mid-stage companies radically restructure and monetize the assets remaining in un-fundable companies....,Investment Banking|Finance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020capitalgroup.com"
267,https://www.zoominfo.com/c/2020companiescom/343361143,343361143,2020 Companies,"3575 Lone Star Cir, Ste 200, Fort Worth, Texas, 76177, United States",www.2020companies.com,"12,000",,,$4 Billion,(817) 490-0100,"87,874","4543,5418",20/20 Companies is one of the country's largest direct sales force and management solution providers. Committed to excellence and customer satisfaction built on...,Management Consulting|Business Services|Advertising & Marketing,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020companies.com"
268,https://www.zoominfo.com/c/2020-embroidery/390108342,390108342,2020 Embroidery,"1335 Bennett Dr, Ste 173, Longwood, Florida, 32750, United States",www.2020promotionalproducts.com,3,,,"$600,000",(407) 830-5307,,,We can assist your marketing objectives with these quality programs: Corporate recognition programs Premiums and Incentives Sales Trade Show Programs Safety P...,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020promotionalproducts.com"
269,https://www.zoominfo.com/c/2020leadershiporg/354510564,354510564,20/20 Leadership,"4223 N 127th St, Kansas City, Kansas, 66109, United States",www.2020leadership.org,18,,,,(816) 520-0014,"82,8211","6111,61111",The 20/20 Leadership program is designed for students of all academic levels but focus is primarily on the 2.0-4.0 GPA student from moderate to low income famil...,K-12 Schools|Education,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020leadership.org"
270,https://www.zoominfo.com/c/2020orbust/404872305,404872305,2020orBust,"1195 Clark St, San Jose, California, 95125, United States",www.2020orbust.org,21,,,,(408) 294-1828,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020orbust.org"
271,https://www.zoominfo.com/c/20-20-plumbing-heating/51890684,51890684,20/20 Plumbing & Heating,"7343 Orangewood Dr, Ste B, Riverside, California, 92504, United States",www.2020ph.com,900,,,$317 Million,(951) 396-2020,"17,171","23,238220","20/20 Plumbing & Heating, Inc. is a contractor that specializes in single-family, multi-family, commercial, and hospitality projects. They offer services for of...",Commercial & Residential Construction|Construction,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020ph.com"
272,https://www.zoominfo.com/c/2020rmp/370073485,370073485,RMP,"34420 Majestic Pine Dr, Sturgeon Lake, Minnesota, 55783, United States",www.2020rmp.com,27,,,$5 Million,(218) 226-5133,,,"20/20 RMP, LLC specializes in assisting clients identify ""found money"" that will increase their net revenues. 20/20 RMP, LLC mission is to find cash after all...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2020rmp.com"
273,https://www.zoominfo.com/c/202itsolutions/347264712,347264712,202ITsolutions,"29 46TH St. SE #10, Washington, D.C., District of Columbia, 20019, United States",www.202itsolutions.com,18,,,$3 Million,(202) 640-1325,,"811,81121",,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/202itsolutions.com"
274,https://www.zoominfo.com/c/203k-mortgage/348031286,348031286,203K Mortgage,"40015 Sierra Hwy, Ste B-270, Palmdale, California, 93550, United States",www.203kmortgagecorp.com,6,,,$1 Million,(661) 265-0200,,,"We know that each customer has specific needs, so we strive to meet those specific needs with a wide array of products, investment tools, mortgages and best of ...",Banking|Finance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/203kmortgagecorp.com"
275,https://www.zoominfo.com/c/2050kidsorg/372992220,372992220,2050Kids,"PO Box 1814, Sausalito, California, 94965, United States",www.2050kids.org,26,,,,,,"81331,813","The 2050kids team supplied the scouts from Troop 118, with basic starter kits consisting of correctly sized cans and tins, wire band, nuts and bolts, safety glo...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/2050kids.org"
276,https://www.zoominfo.com/c/206agency/424960747,424960747,206Agency,"1505 Western Ave., Ste. 500, Seattle, Washington, 98101, United States",www.206agency.com,16,,,$3 Million,(206) 388-1443,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/206agency.com"
277,https://www.zoominfo.com/c/20-a--m-communications/418136820,418136820,20 A-M COMMUNICATIONS,"P.O. Box 915671, Longwood, Florida, 32791, United States",www.20a-m.com,11,,,$2 Million,,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/20a-m.com"
278,https://www.zoominfo.com/c/210geekscom/358510421,358510421,210Geeks.com,"11503 Jones Maltsberger Rd, Ste 1138, San Antonio, Texas, 78216, United States",www.210geeks.com,12,,,$2 Million,(210) 201-5100,,,"We specialize in Computer Buy Back, Recycling and Sales. Our goal as a company is to reduce waste, while always driving down our bottom line so we're able to ...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/210geeks.com"
279,https://www.zoominfo.com/c/211--browardorg/371684771,371684771,2-1-1 Broward,"250 NE 33rd St, Fort Lauderdale, Florida, 33334, United States",www.211-broward.org,33,,,,(954) 537-0211,"86,861","813,8139",,Membership Organizations|Organizations,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/211-broward.org"
280,https://www.zoominfo.com/c/211info/357804355,357804355,211Info,"7535 NE Ambassador Pl, Ste B, Portland, Oregon, 97220, United States",www.211info.org,33,,,,(503) 226-3099,"86,862","813,62149",Your guide to health and social services in Oregon and Southwest Washington...,Membership Organizations|Organizations,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/211info.org"
281,https://www.zoominfo.com/c/211-la-county/371628168,371628168,211 LA County,"PO Box 726, San Gabriel, California, 91778, United States",www.211la.org,100,,,,(626) 350-1841,"83,832","624190,62419",211 LA County is one of the largest resource lines in the nation providing access to comprehensive social services and disaster support for L.A. County resident...,Charitable Organizations & Foundations|Organizations,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/211la.org"
282,https://www.zoominfo.com/c/211maine/408299404,408299404,211Maine,"1 Canal Plz. Ste. 300, Portland, Maine, 04101, United States",211maine.org,25,,,,,,"813,81321",,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/211maine.org"
283,https://www.zoominfo.com/c/212nyc/406241623,406241623,212NYC,"89 South St, New York City, New York, 10038, United States",www.212nyc.org,25,,,,,,,"Incorporated in 2003, 212 Ltd.'s ""212NYC"" is New York's leading organization for the digital advertising industry, comprised of a membership of over 1,500 digit...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/212nyc.org"
284,https://www.zoominfo.com/c/213hospitalitycom/411119815,411119815,Fifth Avenue Motel,"1695 Berlin Tpke, Wethersfield, Connecticut, 06109, United States",www.213hospitality.com,16,,,$3 Million,(860) 529-7119,"5311,531","452,45",,"Department Stores, Shopping Centers & Superstores|Retail","https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/213hospitality.com"
285,https://www.zoominfo.com/c/214lacrosse/402821611,402821611,Lacrosse,"3939 Valley View Ln., Dallas, Texas, 75244, United States",www.214lacrosse.com,35,,,$7 Million,(214) 733-7989,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/214lacrosse.com"
286,https://www.zoominfo.com/c/217dentcom/411043721,411043721,217DENT.com Designed,"2208 E Clear Lake Ave, Springfield, Illinois, 62703, United States",217dent.com,5,,,$1 Million,(217) 306-4175,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/217dent.com"
287,https://www.zoominfo.com/c/219-group/371752108,371752108,Fayetteville,"102 Person St, Fayetteville, North Carolina, 28301, United States",www.219group.com,17,,,$3 Million,(910) 483-4749,"731,73","5418,541511","We manage your reputation and convert your customers into brand enthusiasts. Welcome to 219 Group, where creativity runs rampant. Yes, this place is magical. ...",Advertising & Marketing|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/219group.com"
288,https://www.zoominfo.com/c/21centuryglobaltechcom/468218493,468218493,21st Century Global Technologies,"P.O. Box 380811, East Hartford, Connecticut, 06138, United States",www.21centuryglobaltech.com,21,,,$4 Million,(860) 960-4198,"737,73","5182,51",,Software & Technical Consulting|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21centuryglobaltech.com"
289,https://www.zoominfo.com/c/21c-museum/182796359,182796359,21C Museum Hotel,"710 W Main St, Fl 3, Louisville, Kentucky, 40202, United States",www.21cmuseumhotels.com,827,,,$152 Million,(502) 217-6300,"70,701","721110,721","21c Museum Hotels operates a chain of boutique and museum hotels in the United States. It was founded in 2006 and has locations in Louisville, KY, Cincinnati, O...",Lodging & Resorts|Hospitality,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21cmuseumhotels.com"
290,https://www.zoominfo.com/c/21st-century/353570301,353570301,21st Century,"2950 Fretz Valley Rd, Perkasie, Pennsylvania, 18944, United States",www.21centuryinc.com,34,,,$6 Million,(215) 249-0800,"501,50","42,722","21st Century specializes in fuel related products, including BBQ parts, tools and accessories, hurricane lanterns, oil lamps, replacement parts for lamps and la...",Automobile Parts Stores|Retail,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21centuryinc.com"
291,https://www.zoominfo.com/c/21st-century-communications/413201228,413201228,21st Century Communications,"3566 NW 97th Blvd, Gainesville, Florida, 32606, United States",www.21stcenturycom.com,50,,,$10 Million,(352) 325-1992,,,21st Century Communications strives to provide fast and efficient service while installing or updating your HughesNet services. We provide the same level servic...,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturycom.com"
292,https://www.zoominfo.com/c/21st-century-equipment/100958328,100958328,21st Century Equipment,"601 5th Avenue, Scottsbluff, Nebraska, 69361, United States",www.21stcenturyequipment.net,160,,,$31 Million,(308) 575-1093,"51,519","811,811310","21st Century Equipment, LLC operates as a dealer of agriculture and farm care equipment. It offers ATVs and gators, chemical applicators, combine corn and row c...",Retail General|Retail,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturyequipment.net"
293,https://www.zoominfo.com/c/21st-century-financial-services/347625487,347625487,21ST CENTURY FINANCIAL SERVICES,"10711 Burnet Rd, Ste 306, Austin, Texas, 78758, United States",www.21cfs.com,40,,,$8 Million,(866) 398-2178,"6153,615",52,"21st Century Financial Services (""21st CFS"") was founded in Austin, Texas by Terry Oehring and Pat Jerge to provide a solution for community banks that want to ...",Credit Cards & Transaction Processing|Finance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21cfs.com"
294,https://www.zoominfo.com/c/21st-century-group/100958295,100958295,21st Century Group,"1300 N Holopono Street -, Ste 113, Kihei, Hawaii, 96753, United States",www.21stcenturygroup.com,92,,,$17 Million,(808) 875-6920,"7011,701","721,72",This site is owned and operated by 21st Century Group - a hotel site selection company. The company has offices located throughout the U.S. and assists planners...,Lodging & Resorts|Hospitality,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturygroup.com"
295,https://www.zoominfo.com/c/21st-century-insurance/314802218,314802218,21st Century Insurance,"3 Beaver Valley Rd, Wilmington, Delaware, 19803, United States",www.21st.com,"24,000",,,$22 Billion,(877) 401-8181,"64,641","524,5242","Established in 1958, 21st Century Insurance offers private passenger car insurance solutions. They are based in Wilmington, Delaware....",Insurance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21st.com"
296,https://www.zoominfo.com/c/21st-century-insurance-agency/163512357,163512357,21st Century Insurance Agency,"6400 N Northwest Hwy, Chicago, Illinois, 60631, United States",www.21insagency.com,17,,,$4 Million,(773) 774-1244,"6411,641","524,5242",,Insurance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21insagency.com"
297,https://www.zoominfo.com/c/21st-century-insurance-company/314802218,314802218,21st Century Insurance,"3 Beaver Valley Rd, Wilmington, Delaware, 19803, United States",www.21st.com,"24,000",,,$22 Billion,(877) 401-8181,"64,641","524,5242","Established in 1958, 21st Century Insurance offers private passenger car insurance solutions. They are based in Wilmington, Delaware....",Insurance,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21st.com"
298,https://www.zoominfo.com/c/21st-century-learning-solutions/320602114,320602114,21st Century Learning Solutions,"130 Remington Dr, Unit 1012, Oviedo, Florida, 32765, United States",www.21cls.com,31,,,$6 Million,(407) 977-5064,"87,874","5416,541","21st Century Learning Solutions, Inc. is a unique online course design and development company. We specialize in providing timely attention to the needs of our ...",Training|Education,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21cls.com"
299,https://www.zoominfo.com/c/21st-century-media-newspaper-llc/401337119,401337119,21ST CENTURY MEDIA NEWSPAPER,"448 Lincoln Hwy., Fairless Hills, Pennsylvania, 19030, United States",www.21st-centurymedia.com,23,,,$4 Million,(203) 789-5301,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21st-centurymedia.com"
300,https://www.zoominfo.com/c/21st-century-oncology/135528457,135528457,21st Century Oncology,"2270 Colonial Blvd, Fort Myers, Florida, 33907, United States",www.21co.com,"3,930",,,$1 Billion,(239) 931-7333,"80,806","622310,621111","21st Century Oncology is a provider of cancer care services such as radiation therapy and integrated cancer treatments. Founded in 1983, the company is headquar...",Hospitals & Clinics|Healthcare|Emergency Medical Transportation & Services|Medical Testing & Clinical Laboratories,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21co.com"
301,https://www.zoominfo.com/c/21st-century-parks/353570908,353570908,21st Century Parks,"471 W Main St, Ste 202, Louisville, Kentucky, 40202, United States",www.21cparks.org,82,,,,(502) 584-0350,"6531,653","531,7139",21st Century Parks is the private nonprofit organization created to acquire land to build new parks that will be accessible to the public in perpetuity. 21st Ce...,Real Estate,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21cparks.org"
302,https://www.zoominfo.com/c/21st-century-plumbing/411158277,411158277,21ST CENTURY PLUMBING,"500 E Arapaho Rd, Richardson, Texas, 75081, United States",www.21stcenturyplumbing.com,10,,,$2 Million,(972) 644-8145,,"23822,238220","Contact us for all plumbing, toilets, water heaters repairs & installations, sewer & drain cleaning services at (972)644-8145 in Dallas, Plano & Richardson, TX...",Commercial & Residential Construction|Construction,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturyplumbing.com"
303,https://www.zoominfo.com/c/21st-century-productions-inc/414298511,414298511,21st Century Productions,"13014 N Dale Mabry Highyway, #178, Tampa, Florida, 33618, United States",www.21stcpinc.com,18,,,$3 Million,(813) 293-2701,,,"21st Century Productions was founded over two decades ago. Our philosophy is always about helping our clients shape their ideas into compelling stories. Weaving together moving pictures, words, and sound that inspire people to act. We produce the ""LOOK"" you're looking for. Digital cinema of the high...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcpinc.com"
304,https://www.zoominfo.com/c/21st-century-rehab/100958527,100958527,21st Century Rehab,"612 8th St SW, Altoona, Iowa, 50009, United States",www.21stcenturyrehab.com,154,,,,(515) 967-4124,80,"624310,621340","21st Century Rehab, P.C. provides physical, occupational, and speech therapy, sports medicine services, and occupational health services. 21st Century Rehab is ...",Hospitals & Clinics|Healthcare,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturyrehab.com"
305,https://www.zoominfo.com/c/21st-century-software/100958274,100958274,21st Century Software,"940 W Valley Rd, Ste 1604, Wayne, Pennsylvania, 19087, United States",www.21stcenturysoftware.com,95,,,$18 Million,(610) 971-9946,"73,737","541511,5182","As Leaders in Data Stewardship™, 21st Century Software ensures mainframe data protection through its product line that improves resiliency, optimizes storage re...",Software Development & Design|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stcenturysoftware.com"
306,https://www.zoominfo.com/c/21st-century-staffing/374919119,374919119,21st Century Staffing,"1787 SENTRY Pkwy. WEST Bldg. #16 Ste. 110, Blue Bell, Pennsylvania, 19422, United States",www.21staffing.com,20,,,$3 Million,(610) 684-1200,"7361,736","56,56131",,Human Resources & Staffing|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21staffing.com"
307,https://www.zoominfo.com/c/21st-drug-court-inc/355345007,355345007,21st District Recovery Court,"370 Natchez St., Franklin, Tennessee, 37064, United States",www.21stdc.org,36,,,,(615) 595-7868,80,,The 21st Drug Court provides a cost-effective treatment alternative to the 21st Judicial District of Tennessee traditional sentencing for non-violent offenders ...,Healthcare General|Healthcare,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21stdc.org"
308,https://www.zoominfo.com/c/21tech/100974675,100974675,21Tech,"1330 Broadway, Ste 1530, Oakland, California, 94612, United States",www.21tech.com,71,,,$13 Million,(415) 355-9090,"73,737","54169,5416","21Tech works with both Public and Private sector clients, providing technology and business solutions in the IT realm. They offer technology consultancy and sy...",Business Services General|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/21tech.com"
309,https://www.zoominfo.com/c/22nd-century-staffing/357913939,357913939,22nd Century Staffing,"8251 Greensboro Dr, Ste 250, Mc Lean, Virginia, 22102, United States",www.22ndstaffing.com,110,,,$29 Million,(703) 291-1355,"73,736","541511,541",22nd Century Staffing is a minority owned business enterprise that supports demanding staffing programs for corporations and state and local government agencies...,Human Resources & Staffing|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/22ndstaffing.com"
310,https://www.zoominfo.com/c/22nd-century-technologies/354515863,354515863,22nd Century Technologies,"220 Davidson Ave, Somerset, New Jersey, 08873, United States",www.tscti.com,"4,800",,,$647 Million,(866) 537-9191,"73,737","541511,541",22nd Century Technologies provides IT services to government and business organizations. The company specializes in strategic transformation of IT infrastructur...,Software & Technical Consulting|Software|Software Development & Design,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/tscti.com"
311,https://www.zoominfo.com/c/22red/354107817,354107817,22Red,"810 E Walnut St, Pasadena, California, 91101, United States",www.22red.com,14,,,$3 Million,(626) 376-9201,,,"Founded in 2018 by System Of A Down bassist Shavo Odadjian, 22Red is a Los Angeles based premier cannabis and apparel brand. 22Red cannabis products are thought...",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/22red.com"
312,https://www.zoominfo.com/c/22squared/343380011,343380011,22squared,"1170 Peachtree St, N.e. -, Fl 14, Atlanta, Georgia, 30309, United States",www.22squared.com,350,,,$71 Million,(404) 347-8700,"73,731","5418,541","Founded in 1922, 22squared specializes in marketing and advertising as well as other services. They are headquartered in Atlanta, Georgia....",Advertising & Marketing|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/22squared.com"
313,https://www.zoominfo.com/c/23andme/308314171,308314171,23andMe,"223 N Mathilda Ave, Sunnyvale, California, 94086, United States",www.23andme.com,600,,,$123 Million,(650) 938-6300,"38,382","62151,541712","23andMe is a privately-held personal genomics and biotechnology company based in Mountain View, California. The company provides ancestry-related genetic report...",Consumer Services General|Consumer Services|Organizations General|Education General|Education|Organizations|Medical Devices & Equipment|Medical Testing & Clinical Laboratories|Test & Measurement Equipment|Healthcare|Manufacturing,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/23andme.com"
314,https://www.zoominfo.com/c/23rd-group/363344645,363344645,23rd Group,"4944 Parkway Plaza Blvd, Ste 400, Charlotte, North Carolina, 28217, United States",www.23rdgroup.com,80,,,$26 Million,(704) 909-4423,"87,874","56,5617","Founded in 2014, 23rd Group offers a full-range of facility maintenance services, project management and construction related services. They serve retail, finan...",Facilities Management & Commercial Cleaning|Business Services,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/23rdgroup.com"
315,https://www.zoominfo.com/c/241-fitness/410355297,410355297,241 FITNESS,"33 Highfield Dr, Falmouth, Massachusetts, 02541, United States",www.241fitness.com,23,,,$4 Million,(774) 836-2212,,"713,7139","241 Fitness - Falmouth, MA. Group exercise classes offering a wide variety of fitness choices such as: Zumba, Boot Camp, Pilates, Zumba Gold, Zumba Toning, Weight Training, and Kick boxing....",,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/241fitness.com"
316,https://www.zoominfo.com/c/247ai-inc/356901641,356901641,[24]7.ai,"2001 Logic Dr. Suite 200, San Jose, California, 95124, United States",www.247.ai,"15,000",,,$3 Billion,(650) 385-2247,"73,737","541511,541512","Founded in 2000 and headquartered in San Jose, California, they are a software company that specializes in offering customer engagement solutions that are could...",Business Services General|Business Services|Software Development & Design|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/247.ai"
317,https://www.zoominfo.com/c/247cahcom/409798887,409798887,24/7 Care At Home,"13800 Arizona St., Westminster, California, 92683, United States",247cah.com,26,,,$5 Million,(714) 489-3337,,,,,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/247cah.com"
318,https://www.zoominfo.com/c/247-customer-inc/356901641,356901641,[24]7.ai,"2001 Logic Dr. Suite 200, San Jose, California, 95124, United States",www.247.ai,"15,000",,,$3 Billion,(650) 385-2247,"73,737","541511,541512","Founded in 2000 and headquartered in San Jose, California, they are a software company that specializes in offering customer engagement solutions that are could...",Business Services General|Business Services|Software Development & Design|Software,"https://res.cloudinary.com/zoominfo-com/image/upload/w_70,h_70,c_fit/247.ai"
